message,spam
"Guten Morgen.   Ich bin auf der Suche nach einer Unterkunft für die Mitarbeiter unseres Unternehmens. 7 Personen. Ankunft 2.06.2024 und Aufenthalt bis 16.06.2024 mit Verlängerungsmöglichkeit für weitere 2 Wochen. Unser Vertrag ist für 2 Monate, so wollen wir eine Unterkunft für etwa 2 Monate zu mieten.   Die Zimmer können Einzel-, Doppel- oder bei Bedarf auch Dreibettzimmer sein. Bitte lassen Sie mich wissen, ob Sie noch Zimmer frei haben. Vielen Dank für Ihre Antwort.     Mit freundlichen Grüßen   Robert Marciniak   KLS Sp. z o.o.   Grodzka Straße 15/6   09400 Płock   Polen.  +48 739 117 273    Ich benutze Whats'up",0
"Sehr geehrte Damen und Herren,    aufgrund einer möglichen Baustelle bei Linde Kahl sind wir auf der Suche nach einer Unterkunft für 4 Personen.  Wir würden ein Einzelzimmer für unseren Bauleiter und eine Dreier Wohnung für unsere Monteure benötigen.   Bitte um Rückmeldung.    Zeitraum 02. Juni 2024 –  voraussichtlich 20. Juni (mit Möglichkeit zur Verlängerung)    Personenanzahl	4      Benötigte Ausstattung 	  •	 getrennte Betten(keine Stockbetten nicht im Wohnzimmer bzw. Wohnküche)  •	Eigenes Badezimmer und WC inkl. Handtücher  •	Eigene Küche wäre Ideal aber nicht verpflichtet (Wasserkocher ist dringend)  •	Kabelfernsehen und WLAN  •	Gratis Parkmöglichkeit  •	Gratis Waschmaschine    Bitte um ein kostenloses Angebot.    Danke im Voraus",0
"Guten Morgen!  Ich möchte fragen,ob Sie in dem Zeitraum noch ein Zimmer für meinen Mitarbeiterrei haben.  Mit freundlichen Grüßen, Annette Wiemer-Uhlworm",0
"Sehr geehrte Damen und Herren,  wir benötigen ab dem 31.05.24 bis voraussichtlich zum 07.06.2024 eine Unterkunft für 1 Mitarbeiter mit einem Einzelzimmer.  Die Unterkunft sollte in Leipzig sein.  Es sollte eine Küche vorhanden sein und es wäre super wenn ein Fernseher in jedem Zimmer dabei ist.    Eine Verlängerung der Unterkunft ist definitiv vorhanden.    Mit freundlichen grüßen    A.Wehnl",0
"Guten Tag, wir sind am 08.06.24  auf einem Geburtstag in Rhens eingeladen und brauchen für eine Nacht ein Zimmer. Können Sie uns da was anbieten? Vielen Dank für Ihre Rückmeldung.  Viele Grüße  Stephanie Schneider",0
"Hallo, ist noch ein Zimmer frei? ? Grüße",0
"Sehr geehrte Tatjana Petsch,    ich werde am 17.06.2024 als Softwareentwickler in Augsburg (Pfersee) eingestellt werden, aber ich habe eine Mietwohnung nur vom 01.07.2024 gefunden.  Deswegen brauche ich einen Unterkunft (Einzelzimmer) in der zweiten Hälfte des Juni.  Ich möchte Sie fragen, ob Sie in diesem Zeitintervall (oder in einem Teil des Intervals) freies Zimmer haben?    Danke für Ihre Zeit.    Mit freundlichen Grüße    Attila Bódi  attila.bodi.1982@gmail.com  Tel.: +36302644567 (durch Viber und WhatsApp auch erreichbar)  https://www.facebook.com/attila.bodi.1982",0
"Guten Morgen, haben Sie vom 27. bis 29. Mai eine Unterkunft für 4 Personen und wie weit ist es von Ihnen bis zum PZ Eutingen?",0
"Sehr geehrte Damen und Herren,    für unsere 3 Monteure benötigen wir vom 03.06-06.06.2024 eine Unterkunft.  Da sich die Baustelle in Oberbeuren befindet wäre ihre Unterkunft optimal für uns.    Falls Sie in diesem Zeitraum noch etwas frei haben, senden Sie mir bitte ein Angebot unter der unten genannten Email Adresse zu.    Vielen Dank im Voraus.    Mit freundlichen Grüßen  Pia Thiele  -Azubi-    Ruhland, König & Co. Elektro GmbH  Zieglstadl 18  D - 84098 Hohenthann    Tel. +49 (0) 87 84 / 96 00 51  Fax. +49 (0) 87 84 / 96 00 34  p.thiele@rke.de  www.rke-koenig.de",0
Wir würden das Zimmer für mindestens 4 Wochen mieten wollen,0
"Wir benötigen Für Morgen 28.5. - 31.5. für 5-6 Monteure eine Wohnung, am besten mit Einzel Schlafzimmer.   Unser Montageort ist in der Dachauer Str. in 80995 München.    Es würde mich freuen von Ihnen zu hören.    Mfg Irene Weber",0
"Ich suche eine Wohnung  für 4 Personen in 71540 Murrhardt  oder in der Nähe vom 02.06.24 bis 16.06.24  mit der Option auf die Verlängerung. Ich suche die abgeschlossene Wohnung mit getrennten Betten, mit eigener Küche und mit eigenem Bad, Waschmaschine, Wlan und Parkplatz. Wenn Sie etwas haben, schicken Sie mir bitte ein Angebot mit den Bildern und mit dem Preis.",0
"Sehr geehrte Damen und Herren,  wir benötigen im o. g. Zeitraum eine Unterkunft für 20 Monteure, Einzelbetten,  bitte keine Gemeinschaftsküche und Bad mit anderen Gruppen teilen. Können Sie uns da etwas anbieten, den Preis nennen und ob Unterkunft zu der Zeit verfügbar ist. Für eine kurze Info danke ich im Vor aus.  Mit freundlichen Grüßen    i. A. Anette Dankers",0
Bieten Sie bitte an.,0
"Guten Tag!    Ich brauche die Unterkunft fur 4 Personen. Einzelbetten.    Zeitraum: 27-30.05.2024.    In der nahe der Grossenkneten.    Haben Sie freie Platze? Wie viel pro Nacht pro Person?    --   Pozdrawiam/ Mit freundlichen Grüßen / Best regards,  Edyta Strelczuk",0
"Guten Tag!    Ich brauche die Unterkunft fur 3 Personen. Einzelbetten.    Zeitraum: 27-30.05.2024.    In der nahe der Grossenkneten.    Haben Sie freie Platze? Wie viel pro Nacht pro Person?    --   Pozdrawiam/ Mit freundlichen Grüßen / Best regards,  Edyta Strelczuk",0
"Sehr geehrte Damen und Herren,  ich benötige für den o. g. Zeitraum 3 Doppelzimmer, wobei in einem genug Platz für 1 oder 2 Kinderbetten sein sollte.  Ist in diesem Zeitraum noch etwas frei?  Über eine Antwort würde ich mich freuen.  Vielen Dank.  Mit freundlichen Grüßen,  Martina Köhler",0
"Hallo,  wir suchen für unseren neuen Kollegen Herr Abdollah Salehi ab Mittwoch, den 29.05.24 übergangsweise eine Unterkunft, da er noch keine Wohnung in Dresden gefunden hat. Haben Sie ein freies Zimmer ab Mittwoch für 2 Wochen, welches ggf. verlängerbar ist?  Vielen Dank im Voraus für eine zeitnahe Rückmeldung.  Mit freundlichen Grüßen, Jana Haufe, ito consult GmbH",0
"Guten Tag,     Ich würde gerne ein Einzelzimmer bei Ihnen buchen.     Könnten Sie mir die Kosten pro Nacht sowie zusätzliche Kosten mitteilen.     Vielen Dank     Mit freundlichen Grüßen     Marko Malidzan",0
Hallo.    Ich benötige vom 03.06. bis zum 30.06.24 kurzfristig eine Unterkunft. Ist da noch etwas möglich?  Für 1 Person.    Liebe Grüße     La Mastra,0
"Hallo,  wir suchen für unseren neuen Kollegen Herr Abdollah Salehi ab Mittwoch, den 29.05.24 übergangsweise eine Unterkunft, da er noch keine Wohnung in Dresden gefunden hat. Haben Sie ein freies Zimmer ab Mittwoch für 2 Wochen, welches ggf. verlängerbar ist? Da es sich um nur eine Person handelt, würde auch ein Preisaufschlag für uns in Frage kommen.  Vielen Dank im Voraus für eine zeitnahe Rückmeldung.  Mit freundlichen Grüßen, Jana Haufe, ito consult GmbH",0
"Guten Tag,  Hätten Sie für 2 Monteure, 2 Einzelzimmer, bzw. die 3 Zimmerwohnung für folgende Zeit frei? Montag 3. Juni - bis Samstag 8. Juni?  Viele Grüße  Catrin Weinberger  Weinberger Industriemontagen",0
"Hallo,  wir suchen für unseren neuen Kollegen Herr Abdollah Salehi ab Mittwoch, den 29.05.24 übergangsweise eine Unterkunft, da er noch keine Wohnung in Dresden gefunden hat. Haben Sie ein freies Zimmer ab Mittwoch für 2 Wochen, welches ggf. verlängerbar ist?   Vielen Dank im Voraus für eine zeitnahe Rückmeldung.  Mit freundlichen Grüßen, Jana Haufe, ito consult GmbH",0
"Guten Tag, haben Siebitte etwas frei ab HEUTE bis 2.6.2024 mit Verlangerung? wir haben schon 3 Manner in Stadt die haben aber sehr schmutzige Untekunft bekommen. Wir suchen etwas neues ab Heute. 3 Leute. Baustelle ist bei: Bitterfelder Str. 11, 04509 Delitzsch  Danke sehr, Petra Tkac",0
"Sehr geehrte Damen und Herren,    wir suchen eine Unterkunft für 1 Herr ab Sonntag (02.06.24) bis Widerruf und für 1 Herr ab Sonntag (09.06.24) bis Widerruf.   Die Baustelle ist für mehrere Wochen voraussichtlich eingeplant, jedoch die Rechnungen benötigen wir einmal in der Woche.      Unsere Anforderungen zur Unterkunft:  • Volleingerichtete Küche für Selbstversorger mit Kochmöglichkeit, Kühlschrank (zur eigenen Nutzung oder im Gemeinschaftsbereich),  • Badezimmer (zur eigenen Nutzung oder im Gemeinschaftsbereich),  • Bettwäsche  • Einzelbetten / getrennte Betten (keine Stockbetten, keine Doppelbetten – Doppelbett wird als Einzelbett betrachtet),  • WLAN   • Waschmaschine   • Parkplätze vor dem Haus gern gesehen    Bitte das Angebot mit der Adresse und der brutto Preis senden. Bitte auch ein paar Bilder snden.   Ich bedanke mich im Voraus für eine Rückinfo.                            Mit freundlichen Grüßen  Mariola Polańska",0
"Guten Tag,  ich suche für meine Kunden eine Wohnung max. 20min. von fellsberg    Für insgesamt 6 Personen  Zeitraum: 26.05. bis 02.06    Wichtig ist:  - Wohnung 1 : 6 Personen mit 1 Dreibettzimmer 1 Doppelzimmer 1 Einzelzimmer  - Eigene Küche und Bad, keine Gemeinschaftsnutzung.  - Einzelbetten  - Waschmaschine  - WLAN  - Parkmöglichkeit      Wenn Sie eine oder mehrere passende Unterkünfte haben, bitte senden Sie mir Bilder, genauen Standort und den Nettopreis pro Person.",0
"Sehr geehrte Damen und Herren, wir sind kommende Woche beruflich in Gschwend und suchen für 7 Monteure eine Unterkunft. Haben Sie freien Kapazitäten? Wichtig wären uns getrennte Betten. Viele Grüße aus Plauen",0
"Einen schönen Guten Tag,     wir benötigen, leider recht kurzfristig eine Unterkunft für 2 Mitarbeiter. Wir haben in Zülpich eine längere Baustelle und brauchen regelmäßig eine Unterkunft mit 2 Einzelbetten, Küche, WC / Dusche und Waschmaschine. Die Baustelle selber ist in Zülpich.   Gibt es Parkmöglichkeiten an den Unterkunften ?     Die Namen der Anreisenden sind Gordan Leisner und Detlef Emmrich.    Wir würden uns freuen, wenn sie uns zeitnah helfen können.    Mit freundlichen Grüßen  Katrin Leisner",0
"Guten Tag, gern möchte ich anfragen, ob ein Einzelzimmer vom 7. Juni bis 9. Juni zur Verfügung steht. Ich bin tagsüber zu Besuch bei einer Familie in Breitenbach.  Freundliche Grüße  Diana Schmidt aus Eisenach",0
"Guten Tag,  Hätten Sie für 2 Monteure, 2 Einzelzimmer für folgende Zeit frei? Montag 3. Juni - bis Samstag 8. Juni?  Viele Grüße  Catrin Weinberger  Weinberger Industriemontagen",0
"Sehr geehrte Damen und Herren,    wir suchen für unseren Mitarbeiter Mohamed Lafrig eine Unterkunft für den Zeitraum vom 05.08.2024 bis 31.12.2024.  Haben Sie für diesen Zeitraum Kapazität, wenn ja dann senden Sie mir bitte entsprechende Angebote zu.    Vielen Dank im Voraus!    Mit freundlichen Grüßen   Savas Turan  INP Deutschland GmbH  muhamet.turan@inp-e.com  +49 6232 6869 835",0
"Sehr geehrte Frau Gläser,    wir suchen eine Unterkunft zwei Herren.   Wir benötigen die Unterkunft für 1 Herr ab Sonntag (02.06.24) bis Widerruf und für 1 Herr ab Sonntag (09.06.24) bis Widerruf.   Die Baustelle befundet sich in Eichstätt 85072 und ist für mehrere Wochen voraussichtlich eingeplant, jedoch die Rechnungen benötigen wir einmal in der Woche.      Unsere Anforderungen zur Unterkunft:  • Volleingerichtete Küche für Selbstversorger mit Kochmöglichkeit, Kühlschrank (zur eigenen Nutzung oder im Gemeinschaftsbereich),  • Badezimmer (zur eigenen Nutzung oder im Gemeinschaftsbereich),  • Bettwäsche  • Einzelbetten / getrennte Betten (keine Stockbetten, keine Doppelbetten – Doppelbett wird als Einzelbett betrachtet),  • WLAN   • Waschmaschine   • Parkplätze vor dem Haus gern gesehen    Bitte das Angebot mit der Adresse und der brutto Preis senden. Bitte auch ein paar Bilder snden.   Ich bedanke mich im Voraus für eine Rückinfo.                            Mit freundlichen Grüßen  Mariola Polańska",0
"Sehr geehrter Herr Böhm,    wir suchen eine Unterkunft zwei Herren.   Wir benötigen die Unterkunft für 1 Herr ab Sonntag (02.06.24) bis Widerruf und für 1 Herr ab Sonntag (09.06.24) bis Widerruf.   Die Baustelle befundet sich in Eichstätt 85072 und ist für mehrere Wochen voraussichtlich eingeplant, jedoch die Rechnungen benötigen wir einmal in der Woche.      Unsere Anforderungen zur Unterkunft:  • Volleingerichtete Küche für Selbstversorger mit Kochmöglichkeit, Kühlschrank (zur eigenen Nutzung oder im Gemeinschaftsbereich),  • Badezimmer (zur eigenen Nutzung oder im Gemeinschaftsbereich),  • Bettwäsche  • Einzelbetten / getrennte Betten (keine Stockbetten, keine Doppelbetten – Doppelbett wird als Einzelbett betrachtet),  • WLAN   • Waschmaschine   • Parkplätze vor dem Haus gern gesehen    Bitte das Angebot mit der Adresse und der brutto Preis senden. Bitte auch ein paar Bilder snden.   Ich bedanke mich im Voraus für eine Rückinfo.                            Mit freundlichen Grüßen  Mariola Polańska",0
"Guten Morgen,    wir sind auf der Suche nach einer langfristigen kleinen Montersunterkunft im Raum Rheine und Umgebung  für einen Mitarbeiter.   Können Sie uns etwas anbieten?    Mit freundlichen Grüßen,    Stefan Holzenkämpfer  Vertriebsleitung",0
"Hallo und guten Morgen,  wir sind zu o. g. Termin bei unserem Onkel in Coswig zum 80. Geburtstag eingeladen und suchen für diese Zeit eine Unterkunft für uns und unsere Malteser-Mix-Hündin Leni (Allergikerhund, hat Haare und kein Fell, gut erzogen und kein Kläffer).  Würden Sie uns eine Wohnung zur Verfügung stellen?  Wir freuen uns auf Ihre Nachricht und wünschen Ihnen einen schönen Start in die neue Woche.  Sonnige Grüße aus dem bergischen Land von  Claudia und Siegfried Hoffmann",0
"Sehr geehrte Frau Kirstein,    wir suchen für unseren Mitarbeiter Mohamed Lafrig eine Unterkunft für den Zeitraum vom 05.08.2024 bis 31.12.2024.  Haben Sie für diesen Zeitraum Kapazität, wenn ja dann senden Sie mir bitte entsprechende Angebote zu.    Vielen Dank im Voraus!    Mit freundlichen Grüßen   Savas Turan  INP Deutschland GmbH  muhamet.turan@inp-e.com  +49 6232 6869 835",0
"Hello,  I made a booking request earlier last week and would like to follow up on that. Please let me know your quotes, if there is a vacant single room from June 9th to August 21st. Thanks  Brian",0
Wir benötigen für unsere 4 Mitarbeiter vom 27.05. bis 29.05.2024 eine Unterkunft in der Nähe  49681 Garrel.  Beste Grüße,0
"Sehr geehrte Frau Glöckl,    wir suchen eine Unterkunft zwei Herren.   Wir benötigen die Unterkunft für 1 Herr ab Sonntag (02.06.24) bis Widerruf und für 1 Herr ab Sonntag (09.06.24) bis Widerruf.   Die Baustelle befundet sich in Eichstätt 85072 und ist für mehrere Wochen voraussichtlich eingeplant, jedoch die Rechnungen benötigen wir einmal in der Woche.      Unsere Anforderungen zur Unterkunft:  • Volleingerichtete Küche für Selbstversorger mit Kochmöglichkeit, Kühlschrank (zur eigenen Nutzung oder im Gemeinschaftsbereich),  • Badezimmer (zur eigenen Nutzung oder im Gemeinschaftsbereich),  • Bettwäsche  • Einzelbetten / getrennte Betten (keine Stockbetten, keine Doppelbetten – Doppelbett wird als Einzelbett betrachtet),  • WLAN   • Waschmaschine   • Parkplätze vor dem Haus gern gesehen    Bitte das Angebot mit der Adresse und der brutto Preis senden. Bitte auch ein paar Bilder snden.   Ich bedanke mich im Voraus für eine Rückinfo.                            Mit freundlichen Grüßen  Mariola Polańska",0
"Hallo, brauche eine Übernachtung für den 8/9.6.2024.für ein Bekannten, wenn es möglich wäre würde ich mich freuen.",0
wir möchten nach Lübeck zum Geburtstag des Patenkindes fahre.,0
"Sehr geehrte Damen und Herren,     ich bin nach der Suche nach einen Unterkunft für 20 Personen nähe 81829 München. Sie sollen eigene Zimmer mit einen eignenen Bad und gemeinschafte Küche haben. ab 14.06.2024 bis zum 23.06.2024.     Wichtig wären auch Parkplätze.    Haben sie was Frei?   LG  ﻿Paulina Bakalarz",0
Test,0
"Guten Tag,    Ich bin Patryk Byra von ISDM Solutions von Polen.  Ich suche fur eine Unterkunft fur 4MA in Kreis Munchen in Zeit ab 02.06 bis 30.06.2024 mit Verlangerung option.  Haben Sie etwas frei in diese Zeit ?  Bitte schicken zum mir eine Angebot per email zu: patrykbyra@isdmsolutions.pl.  Vielen Dank im Voraus.    MfG,  Patryk Byra",0
"Sehr geehrte Frau Ruß,    wir suchen eine Unterkunft  mit zwei getrennte Schlafzimmer für zwei Herren.   Wir benötigen die Unterkunft für 1 Herr ab Sonntag (02.06.24) bis Widerruf und für 1 Herr ab Sonntag (09.06.24) bis Widerruf.   Die Baustelle befundet sich in Eichstätt 85072 und ist für mehrere Wochen voraussichtlich eingeplant, jedoch die Rechnungen benötigen wir einmal in der Woche.      Unsere Anforderungen zur Unterkunft:  • Volleingerichtete Küche für Selbstversorger mit Kochmöglichkeit, Kühlschrank (zur eigenen Nutzung oder im Gemeinschaftsbereich),  • Badezimmer (zur eigenen Nutzung oder im Gemeinschaftsbereich),  • Bettwäsche  • Einzelbetten / getrennte Betten (keine Stockbetten, keine Doppelbetten – Doppelbett wird als Einzelbett betrachtet),  • WLAN   • Waschmaschine   • Parkplätze vor dem Haus gern gesehen    Bitte das Angebot mit der Adresse und der brutto Preis senden. Bitte auch ein paar Bilder snden.   Ich bedanke mich im Voraus für eine Rückinfo.                            Mit freundlichen Grüßen  Mariola Polańska",0
"Hallo,  Ist Ihr Opferstock auf dem neuesten Stand?  Wir brauchen ein Zimmer, für 2 Personen, ein Zimmer, 2 Einzelbetten, Zugang zu Bad und Küche vom 27.05 bis 31.05.  Bitte senden Sie alle Angaben per E-Mail an agata-jagus@asmont.eu",0
"gute morgen  mein name ist eddy zwaanstra, has du noch eine Zimmer frei ab heute  freundlichen gruse nu",0
